term_str,vector,x,y,index,n,num,stop,p_stem,pos_max,p,s,i,h,wlen,df,idf,tfidf_sum_doc_max,translator
th,"[-1.11626282e-01  1.66259155e-01  2.04078496e-01  7.28297308e-02
  6.13958985e-02 -1.18842430e-01 -1.23013053e-02  2.49026474e-02
 -8.72037187e-03  4.00376171e-02 -1.89246893e-01 -2.48172600e-02
 -2.28627410e-04  8.57089385e-02  1.13441668e-01  2.03768052e-02
 -9.98598561e-02  1.73456430e-01 -1.51774988e-01 -1.07125156e-01
 -5.17950244e-02 -6.57093450e-02  1.35415718e-02  9.15388763e-02
 -7.10916668e-02 -5.00292005e-03 -1.17743768e-01  2.05207206e-02
  3.07771880e-02  2.37173643e-02  1.35345638e-01  2.18220092e-02
  2.83587966e-02 -1.35502622e-01 -2.46472582e-01  5.64259663e-02
  8.13231543e-02 -8.47724359e-03  2.08094474e-02  8.57194513e-03
  4.72891964e-02  8.50200504e-02 -3.55388597e-02  5.47068901e-02
  1.48831084e-01 -8.30748752e-02 -5.28258309e-02  1.31715715e-01
 -2.49084830e-02  8.63781348e-02 -6.80344254e-02  1.40825897e-01
  1.14294356e-02  1.48809776e-01  3.92381996e-02  1.79074258e-01
  5.02859801e-02  1.60663411e-01  4.27855141e-02 -1.32531282e-02
  4.62234206e-02 -2.07931131e-01  8.99125542e-03  1.66418612e-01
  2.08026081e-01  4.30745110e-02  6.41770810e-02  1.98104493e-02
  7.51453787e-02 -4.95532155e-02 -2.12209253e-03 -4.42732358e-03
  4.22509797e-02  2.26892307e-02 -5.13862912e-03 -1.01214297e-01
 -3.45507562e-02  7.81279206e-02 -1.23413969e-02  7.38415495e-02
  1.71241369e-02  2.13831469e-01  7.71893188e-02 -4.32169177e-02
  9.40418541e-02 -3.64593007e-02 -6.55170456e-02  4.13713465e-03
  1.25978053e-01 -1.43619627e-01  6.15571663e-02 -5.41305058e-02
 -3.21209393e-02  1.02592893e-02 -2.35363394e-02  1.08241007e-01
  4.38882895e-02  5.26487604e-02 -2.18040049e-02 -1.65478945e-01
  3.15560251e-02 -5.50986417e-02  8.97365436e-02 -1.76237971e-02
  3.08548827e-02  5.06413467e-02 -9.32444036e-02 -2.92680431e-02
 -1.21450998e-01  1.69811934e-01 -3.40401754e-02  4.74670753e-02
  3.83676477e-02  1.36166260e-01  3.25696059e-02  9.56720412e-02
 -3.34914960e-02 -1.06488727e-02 -6.30021021e-02  1.88405756e-02
 -6.35193810e-02 -1.83596928e-02 -9.26726833e-02  2.79090628e-02
 -7.56718442e-02 -7.82966167e-02 -1.68105401e-02  7.48116616e-03
 -5.36304973e-02  1.86066523e-01 -9.96294543e-02  5.01567870e-02
  2.44436078e-02 -1.56439558e-01 -1.06658101e-01  8.34828764e-02
  9.09489617e-02 -1.22752525e-01  1.27389789e-01  2.09574942e-02
 -8.42179433e-02 -1.37572817e-03 -4.13312912e-02 -2.28798203e-02
  5.49809523e-02 -2.01698288e-01  3.40805836e-02  1.86930355e-02
  2.42476508e-01 -1.22758672e-01 -2.48928461e-02  1.30855804e-02
 -2.21780375e-01  4.49459888e-02 -5.18209208e-03  2.57758051e-02
 -8.98376852e-02  9.83138755e-02 -2.47549340e-02 -1.65965259e-01
  1.11430697e-01 -2.76085399e-02  2.00494304e-01 -3.78541015e-02
 -9.08997655e-03 -8.82726610e-02  4.20584285e-04 -5.52250398e-03
 -1.28947824e-01  4.36759032e-02 -5.45834564e-02  1.95620313e-01
 -1.73882857e-01  1.66221023e-01  4.81701568e-02 -2.77481396e-02
  3.61396186e-02  1.77211091e-01  1.40676415e-02  6.20882474e-02
  7.14222565e-02 -5.69314659e-02  9.97369066e-02 -1.84457511e-01
 -4.95765582e-02  2.25120753e-01  3.76044810e-02  2.88671218e-02
  3.81939411e-02  1.23567715e-01 -2.19834745e-02 -5.95407821e-02
 -1.07815098e-02 -1.69830754e-01  1.44741032e-02  4.17289808e-02
  7.17105418e-02 -2.22390164e-02  8.33034366e-02  1.75861977e-02
 -9.13446490e-03 -8.17817673e-02 -7.05255102e-03  8.87817368e-02
 -1.07326694e-01  1.03551902e-01  1.73800707e-01  3.77893746e-02
 -1.04568437e-01  5.08912280e-02 -5.84308431e-02  6.30018935e-02
 -3.88365425e-02 -9.66684669e-02  1.27584962e-02  2.06937753e-02
 -1.67211592e-01  9.16045159e-03  1.95986778e-02 -9.16467309e-02
 -4.55566347e-02  1.97693795e-01 -4.20013480e-02 -4.84017208e-02
  9.15790871e-02  3.99309769e-03  1.24093285e-02 -7.66817704e-02
  7.44340420e-02  1.58354923e-01  1.79406966e-03  8.43095109e-02
 -1.91644087e-01  5.29314429e-02 -1.16571933e-01  7.50053972e-02
 -8.86674225e-02  5.97764105e-02  8.73223692e-03  5.30907512e-02
 -3.41372751e-02 -3.34905051e-02  5.95237175e-03  5.58769032e-02
 -1.36063453e-02  6.10215180e-02]",-13.633935,-1.0127213,17078,644,0,0,th,JJ,0.0011853618850935,843.6242236024844,9.720456710664315,0.011522258890523,2,2,1.0,0.1050098660388359,Chapman
fleet,"[-0.11229501  0.16724974  0.20436268  0.07120939  0.06203775 -0.11761742
 -0.01347638  0.02134996 -0.00952291  0.03844449 -0.1874769  -0.02653975
 -0.00385937  0.08406651  0.11752324  0.02047266 -0.09644948  0.1727378
 -0.15156564 -0.10282931 -0.04780619 -0.06639072  0.01402739  0.09075132
 -0.07049174 -0.00864239 -0.11713268  0.01968195  0.03042046  0.02664728
  0.13550228  0.01924298  0.02786966 -0.13350783 -0.24694987  0.05605423
  0.08341688 -0.01238113  0.02264265  0.00769817  0.04541155  0.08288183
 -0.03728277  0.05497354  0.14584668 -0.08322272 -0.05116595  0.13110933
 -0.02214511  0.08824158 -0.06500463  0.139389    0.00881261  0.14787517
  0.04154615  0.17757612  0.05146342  0.16056646  0.04100751 -0.01100423
  0.04592215 -0.2079619   0.01029591  0.16276143  0.20644262  0.04058536
  0.06439148  0.02126806  0.07400504 -0.0504832  -0.00315935 -0.00473523
  0.03828255  0.02680435 -0.00804817 -0.10334821 -0.035884    0.07582974
 -0.01381663  0.07158791  0.01563345  0.2135543   0.07526914 -0.04537467
  0.09592335 -0.03875955 -0.06595039  0.00662739  0.123936   -0.14437552
  0.06371789 -0.05210553 -0.03569058  0.01257247 -0.0217751   0.10930586
  0.0446011   0.05557132 -0.02507834 -0.16904782  0.03499858 -0.05491972
  0.08824274 -0.02049086  0.03110542  0.05285652 -0.09212193 -0.03102225
 -0.1223672   0.16867566 -0.03273468  0.04985677  0.03855574  0.13218553
  0.03432711  0.09805401 -0.03179767 -0.00973059 -0.06123138  0.01703348
 -0.0645783  -0.01575743 -0.09261879  0.02887286 -0.07760336 -0.07907578
 -0.01780626  0.0074263  -0.05409042  0.18464184 -0.09612711  0.05178124
  0.02703724 -0.15405177 -0.10539057  0.08293236  0.09155068 -0.12300937
  0.12722428  0.01887496 -0.08469907  0.00147523 -0.04292637 -0.02415153
  0.05412821 -0.20010538  0.0329052   0.01626473  0.2397377  -0.12708415
 -0.02283498  0.01173761 -0.22004451  0.04778821 -0.00724807  0.02550207
 -0.08756065  0.09904823 -0.0253166  -0.1651782   0.11118986 -0.02821537
  0.19945928 -0.04027406 -0.01209752 -0.08657551  0.00144353 -0.00414068
 -0.12585804  0.04143307 -0.05626934  0.19689403 -0.17295134  0.16738021
  0.04866793 -0.02735821  0.03506461  0.17490466  0.01237415  0.06434857
  0.07068066 -0.05726541  0.0988913  -0.18467239 -0.05326068  0.22512564
  0.03804052  0.02926617  0.03563527  0.12257528 -0.02538486 -0.06157649
 -0.01024046 -0.1682189   0.01684379  0.04195896  0.07133228 -0.02464202
  0.07859746  0.01673492 -0.0103437  -0.08200681 -0.01131309  0.08661202
 -0.10621501  0.10285975  0.17142685  0.03840593 -0.1066082   0.04968172
 -0.0580864   0.06133762 -0.03874973 -0.09564295  0.01363857  0.02115961
 -0.16883655  0.00750536  0.0208098  -0.09076013 -0.04880111  0.19635768
 -0.03929635 -0.04609641  0.09376406  0.0050625   0.0160253  -0.07653714
  0.07628398  0.15558574  0.00082711  0.08058497 -0.19014484  0.05275368
 -0.11658705  0.07232209 -0.08809969  0.0603205   0.00788869  0.05334446
 -0.03554165 -0.03207276  0.00785773  0.05619474 -0.01145703  0.06228469]",-11.325756,-2.4568973,6858,326,0,0,fleet,NN,0.0006000434387274,1666.5460122699387,10.702645434547856,0.0064220521700269,5,4,0.0,0.0,Chapman
doth,"[-1.12904496e-01  1.70087636e-01  2.04256773e-01  7.37399831e-02
  6.28239512e-02 -1.20329030e-01 -1.31044192e-02  2.49768719e-02
 -5.33333886e-03  3.97408716e-02 -1.92966431e-01 -2.66545899e-02
 -3.45214619e-03  8.76039043e-02  1.17664970e-01  2.09179819e-02
 -1.02264367e-01  1.72771573e-01 -1.54205024e-01 -1.08499192e-01
 -5.08445986e-02 -6.64179847e-02  1.65936407e-02  9.13817659e-02
 -7.10074306e-02 -6.72903331e-03 -1.16347149e-01  2.02920511e-02
  3.00464183e-02  2.49085519e-02  1.40853971e-01  2.03765482e-02
  2.87199356e-02 -1.36569962e-01 -2.49743238e-01  5.40361181e-02
  8.23908001e-02 -1.23487590e-02  2.15134565e-02  7.02132657e-03
  4.34458107e-02  8.60430822e-02 -3.84284928e-02  5.35116345e-02
  1.49501324e-01 -8.39536265e-02 -5.36686741e-02  1.33491129e-01
 -2.35672127e-02  9.18495581e-02 -6.53373972e-02  1.40698001e-01
  9.69024841e-03  1.51819527e-01  3.97163853e-02  1.83622360e-01
  5.20105734e-02  1.62057236e-01  4.27674502e-02 -1.26589704e-02
  4.82841060e-02 -2.12945536e-01  1.13295671e-02  1.67076439e-01
  2.09160790e-01  4.44469973e-02  6.94908202e-02  2.06304435e-02
  7.69570917e-02 -5.01406789e-02 -2.27474677e-03 -5.86271146e-03
  3.92088667e-02  2.77763382e-02 -6.25016587e-03 -1.03194103e-01
 -3.80024984e-02  7.86981583e-02 -1.19096981e-02  7.30254576e-02
  1.75563172e-02  2.15609565e-01  7.70134106e-02 -4.73261476e-02
  9.77259502e-02 -3.73360962e-02 -6.82894364e-02  4.64162137e-03
  1.26703367e-01 -1.45739332e-01  6.38678223e-02 -5.28303348e-02
 -3.53489593e-02  1.08795324e-02 -2.57783309e-02  1.10842600e-01
  4.68648225e-02  5.46655990e-02 -2.54718643e-02 -1.68873265e-01
  3.54455858e-02 -5.68293296e-02  8.74826163e-02 -1.94678530e-02
  3.26224715e-02  5.43184765e-02 -9.57672670e-02 -3.02471910e-02
 -1.26410112e-01  1.71814397e-01 -3.87336910e-02  4.87491153e-02
  3.95805985e-02  1.36976555e-01  3.47822420e-02  1.00198157e-01
 -3.21397968e-02 -9.09282826e-03 -6.29490986e-02  1.70367695e-02
 -6.90446496e-02 -1.71088111e-02 -9.47198495e-02  2.94550098e-02
 -8.03754255e-02 -8.28927085e-02 -1.86483711e-02  8.45117681e-03
 -5.30935898e-02  1.85118258e-01 -1.00202881e-01  5.12616374e-02
  2.36619841e-02 -1.60322979e-01 -1.07512094e-01  8.22582394e-02
  9.17212442e-02 -1.22940160e-01  1.31942034e-01  1.68698095e-02
 -8.53226781e-02 -3.96572810e-04 -4.14599627e-02 -2.31470726e-02
  5.57592474e-02 -2.04061180e-01  3.49499434e-02  1.66706555e-02
  2.45158941e-01 -1.28101036e-01 -2.57087108e-02  1.35316588e-02
 -2.26921812e-01  5.00953458e-02 -8.21277313e-03  2.67196316e-02
 -9.14622024e-02  1.01767704e-01 -2.64019854e-02 -1.67856976e-01
  1.12907536e-01 -3.06728948e-02  2.04190388e-01 -4.12705019e-02
 -1.24613997e-02 -8.77351910e-02 -1.78183371e-04 -5.24894986e-03
 -1.31204084e-01  4.15975191e-02 -5.58221266e-02  2.00509265e-01
 -1.76246077e-01  1.69757769e-01  4.67862524e-02 -2.67341938e-02
  3.40156779e-02  1.80856451e-01  1.29307341e-02  6.56075329e-02
  7.09392428e-02 -5.79536147e-02  1.00802273e-01 -1.92434430e-01
 -5.19805774e-02  2.27833226e-01  3.70407291e-02  2.75174212e-02
  3.77655886e-02  1.28347963e-01 -2.41126977e-02 -6.33564964e-02
 -1.41533436e-02 -1.72864452e-01  1.33692995e-02  4.42851707e-02
  7.59503022e-02 -2.47873720e-02  8.43445286e-02  1.83654670e-02
 -1.06130242e-02 -8.27958509e-02 -6.60462119e-03  8.79860744e-02
 -1.07603811e-01  1.05046220e-01  1.74936831e-01  3.53501476e-02
 -1.08815372e-01  5.19363731e-02 -6.20714128e-02  6.20748326e-02
 -4.33072336e-02 -9.72994566e-02  1.75307225e-02  2.12886352e-02
 -1.69410959e-01  1.00077838e-02  1.89142805e-02 -9.30631012e-02
 -4.69740629e-02  2.03418508e-01 -4.41058725e-02 -4.63124178e-02
  9.55584347e-02  2.54246849e-03  1.19944494e-02 -8.09475034e-02
  7.90061727e-02  1.60250843e-01  1.62285194e-03  8.45909044e-02
 -1.96119383e-01  5.60199618e-02 -1.19896360e-01  7.63437673e-02
 -9.05350819e-02  5.84078692e-02  1.22974096e-02  5.30280285e-02
 -3.52235362e-02 -3.44948433e-02  6.01011468e-03  5.65581657e-02
 -1.15037700e-02  6.35981262e-02]",-23.419638,-0.87925917,5203,320,0,0,doth,NN,0.0005889996944564,1697.79375,10.729445493891571,0.0063196401175888,4,2,1.0,0.0526996665222487,Chapman
bring,"[-0.11055106  0.16466658  0.19889101  0.07106344  0.06116898 -0.1182579
 -0.01204156  0.0234724  -0.00656852  0.04091522 -0.1883966  -0.0263572
 -0.00285018  0.08485137  0.11250286  0.01921658 -0.09821525  0.1702211
 -0.15053321 -0.10658767 -0.04909183 -0.06690453  0.01507218  0.09052365
 -0.06761463 -0.0085943  -0.11696572  0.02184533  0.03085127  0.02542218
  0.1369385   0.01888428  0.02762115 -0.13455416 -0.24230608  0.05422305
  0.08164257 -0.00890505  0.02193978  0.00516371  0.04419792  0.08299928
 -0.0377122   0.05434734  0.1434629  -0.08026823 -0.05096802  0.12964533
 -0.02312293  0.08763169 -0.06757516  0.1383599   0.00757639  0.14788651
  0.03718632  0.17874031  0.04900041  0.1602902   0.04348539 -0.01507723
  0.04773809 -0.20439216  0.00795831  0.16090852  0.20635821  0.04376451
  0.06837067  0.02047251  0.07386158 -0.05084144 -0.00298919 -0.00566091
  0.04056419  0.02583027 -0.00645774 -0.10111918 -0.0367309   0.07572754
 -0.01178978  0.07056287  0.01753445  0.21223773  0.07611071 -0.04571227
  0.0928179  -0.04048863 -0.0666126   0.00519583  0.12387797 -0.14071879
  0.06386731 -0.05311561 -0.03558275  0.01225828 -0.02542012  0.10847772
  0.04204484  0.05191733 -0.02128571 -0.16401662  0.03445465 -0.05385751
  0.08943829 -0.01851798  0.02890963  0.0512134  -0.0937783  -0.02838172
 -0.12082622  0.16744654 -0.03754674  0.04878138  0.03741801  0.1325205
  0.03363353  0.09862284 -0.03478525 -0.01111705 -0.06152838  0.01971844
 -0.06676263 -0.01847313 -0.09267809  0.02767145 -0.07865185 -0.07817706
 -0.01730772  0.00893908 -0.05536516  0.18239939 -0.09903444  0.05061258
  0.02527699 -0.15410654 -0.10434642  0.08071061  0.088287   -0.12278095
  0.1283472   0.02028032 -0.08372673  0.00232981 -0.04061816 -0.02592691
  0.05304965 -0.19892213  0.03159021  0.02002752  0.24042906 -0.1232447
 -0.02451867  0.01617514 -0.22110558  0.04755761 -0.00805188  0.02769989
 -0.08770599  0.09859461 -0.02461337 -0.16478416  0.11048137 -0.02748869
  0.20104033 -0.03893064 -0.01192178 -0.08613387  0.00306777 -0.00526419
 -0.12733927  0.03979659 -0.05743773  0.19301555 -0.17223985  0.16517235
  0.04443638 -0.02503843  0.03609509  0.17578995  0.01479888  0.06197628
  0.07140117 -0.05848574  0.10106082 -0.18505153 -0.05147118  0.22274983
  0.03584827  0.02819728  0.03503937  0.12406118 -0.02355732 -0.05869398
 -0.01451689 -0.16805771  0.01458808  0.04446463  0.07199183 -0.02292952
  0.07908417  0.01672857 -0.00795758 -0.08234067 -0.00849859  0.08676898
 -0.10733753  0.10372544  0.17046995  0.03927371 -0.10399508  0.04956372
 -0.05817608  0.06088372 -0.04283016 -0.09483695  0.01309721  0.02099984
 -0.16579525  0.00781751  0.02006707 -0.0905757  -0.04520953  0.19768247
 -0.04335164 -0.04854427  0.09304649  0.00298466  0.01530519 -0.07701445
  0.07418053  0.15517402  0.00042893  0.0813435  -0.18841018  0.05304063
 -0.1186436   0.07223435 -0.08766597  0.05884417  0.01035475  0.05218351
 -0.0352154  -0.03321785  0.00653872  0.05755917 -0.0091675   0.062431  ]",-8.936069,-0.04902941,2483,237,0,0,bring,VB,0.0004362278987067,2292.3797468354437,11.162630339880677,0.0048694507772066,5,4,0.0,0.0,Chapman
gifts,"[-1.13243416e-01  1.66623816e-01  2.01843664e-01  6.92453533e-02
  6.06632009e-02 -1.14010699e-01 -1.13240136e-02  2.39596497e-02
 -6.98354235e-03  4.08404656e-02 -1.87021479e-01 -2.36689281e-02
 -2.64678325e-04  8.59271586e-02  1.12524316e-01  2.02659108e-02
 -9.91437659e-02  1.70819581e-01 -1.48065895e-01 -1.02203205e-01
 -4.92853485e-02 -6.39611930e-02  1.48873348e-02  8.97729099e-02
 -6.62609041e-02 -6.11788873e-03 -1.14644937e-01  2.05282681e-02
  3.09332944e-02  2.40287054e-02  1.37363389e-01  1.79871991e-02
  2.73522492e-02 -1.34492710e-01 -2.45353878e-01  5.43987937e-02
  8.08767080e-02 -8.20050668e-03  2.12075729e-02  5.90365706e-03
  4.21096496e-02  8.05821344e-02 -3.64755429e-02  5.43921739e-02
  1.45146325e-01 -8.22836235e-02 -4.75348569e-02  1.33595094e-01
 -2.16870978e-02  8.71941075e-02 -6.42486364e-02  1.35470375e-01
  1.08906925e-02  1.44715950e-01  3.81050631e-02  1.75741047e-01
  4.69667725e-02  1.58676103e-01  4.16150056e-02 -1.13799358e-02
  5.01038358e-02 -2.05863863e-01  8.52073263e-03  1.62741125e-01
  2.01511368e-01  4.06210274e-02  6.64820001e-02  1.93643421e-02
  7.18197897e-02 -5.07167466e-02 -2.31012673e-04 -4.28966945e-03
  3.72295380e-02  2.56974753e-02 -7.05852453e-03 -1.01588845e-01
 -3.31543870e-02  7.72812515e-02 -1.08492328e-02  7.00655878e-02
  1.81296598e-02  2.10762471e-01  7.41457194e-02 -4.29495797e-02
  9.46910605e-02 -3.74141075e-02 -6.31277189e-02  6.34735543e-03
  1.23023435e-01 -1.41224116e-01  6.37162253e-02 -5.24966605e-02
 -3.40981148e-02  8.61345232e-03 -2.28623208e-02  1.08290918e-01
  4.25322801e-02  5.22308648e-02 -2.35101935e-02 -1.66151464e-01
  3.47430632e-02 -5.25480434e-02  8.62694159e-02 -1.95202120e-02
  3.16499397e-02  5.14137968e-02 -9.40528959e-02 -2.79553551e-02
 -1.23452969e-01  1.65023193e-01 -3.53953131e-02  4.98325452e-02
  3.71453315e-02  1.33208871e-01  3.24300192e-02  9.72342566e-02
 -3.38824019e-02 -6.98274747e-03 -6.09765537e-02  1.64802559e-02
 -6.77809939e-02 -1.91616565e-02 -8.90486240e-02  2.75234021e-02
 -7.92347714e-02 -7.70610124e-02 -2.01917365e-02  1.10633131e-02
 -5.21605238e-02  1.79539695e-01 -9.70266312e-02  5.06866388e-02
  2.44720262e-02 -1.56349748e-01 -1.03967540e-01  8.35641250e-02
  8.76555592e-02 -1.20147727e-01  1.26067221e-01  1.99721716e-02
 -8.19379240e-02 -1.27653428e-03 -4.00146693e-02 -2.65288968e-02
  5.67607209e-02 -1.98404983e-01  3.22577730e-02  1.76947713e-02
  2.40427822e-01 -1.25117600e-01 -2.63761561e-02  1.34276431e-02
 -2.21361950e-01  4.93614748e-02 -8.42378102e-03  2.66790576e-02
 -9.01486799e-02  9.51369107e-02 -2.26657484e-02 -1.64855421e-01
  1.10327408e-01 -2.87846606e-02  1.97770536e-01 -3.66646722e-02
 -1.20749129e-02 -8.72903541e-02  1.15841394e-04 -6.78985240e-03
 -1.26349524e-01  4.12155651e-02 -5.52608296e-02  1.95161492e-01
 -1.73492417e-01  1.64528832e-01  4.48086821e-02 -2.74513997e-02
  3.57763581e-02  1.73605725e-01  1.45816412e-02  6.38841540e-02
  6.91225156e-02 -5.95465563e-02  9.98949036e-02 -1.86636552e-01
 -4.91792560e-02  2.24600658e-01  3.48797292e-02  2.96065863e-02
  3.38236950e-02  1.24095008e-01 -2.45718379e-02 -6.05030432e-02
 -1.26311481e-02 -1.69090152e-01  1.74186528e-02  4.12263982e-02
  7.33890980e-02 -2.56497450e-02  8.18373561e-02  1.85185559e-02
 -1.19428514e-02 -8.40923786e-02 -9.68900602e-03  8.84669200e-02
 -1.06601626e-01  1.04831211e-01  1.70229793e-01  3.50558572e-02
 -1.04760095e-01  4.71043661e-02 -5.83079830e-02  6.15343973e-02
 -3.92061509e-02 -9.46233720e-02  1.52295697e-02  1.89245064e-02
 -1.63052872e-01  6.59135310e-03  1.74790788e-02 -8.93395990e-02
 -4.61175554e-02  1.99191272e-01 -4.30347808e-02 -4.69107181e-02
  9.10358280e-02  5.14717400e-03  1.32934889e-02 -7.64645934e-02
  7.37948641e-02  1.57519028e-01  3.84352054e-03  8.18361938e-02
 -1.86812267e-01  5.37457168e-02 -1.18229672e-01  7.33297169e-02
 -8.85986462e-02  5.67111783e-02  1.20546352e-02  5.06879054e-02
 -3.44551317e-02 -3.14971507e-02  7.20976759e-03  5.52921779e-02
 -1.08811269e-02  5.97454533e-02]",-6.364397,-0.4034193,7471,146,0,0,gift,NNS,0.0002687311105957,3721.1917808219177,11.861549029898915,0.0031875672441905,5,4,0.0,0.0,Chapman
daughter,"[-0.10567317  0.15457898  0.1853019   0.06452741  0.05983035 -0.10899067
 -0.01340441  0.02268293 -0.0058425   0.03889896 -0.17296173 -0.02141866
  0.00037363  0.07691422  0.10538632  0.01842883 -0.09081785  0.15719384
 -0.13767694 -0.0969866  -0.04804019 -0.06316169  0.01140035  0.08423726
 -0.06417371 -0.00605949 -0.10607006  0.02005328  0.02893807  0.02190466
  0.12663911  0.01698733  0.02776412 -0.12581119 -0.22845416  0.04981558
  0.07598607 -0.01047984  0.02172664  0.00586901  0.04163338  0.07442667
 -0.03299001  0.04880798  0.1361244  -0.07427063 -0.04713273  0.12287068
 -0.02025121  0.08350363 -0.05979966  0.12837191  0.00944305  0.13537194
  0.03656285  0.16726558  0.04539363  0.14813274  0.03958347 -0.01226534
  0.04363398 -0.19304219  0.01078452  0.1507813   0.19086389  0.03998052
  0.06163845  0.02124762  0.06903346 -0.04552785 -0.00071705 -0.00487209
  0.03619595  0.02183634 -0.00412426 -0.09409955 -0.03080066  0.07178582
 -0.01073958  0.06542038  0.01765822  0.19471936  0.07126204 -0.04247459
  0.08662643 -0.03652323 -0.06045396  0.00276298  0.11546619 -0.13462546
  0.05854783 -0.04731589 -0.03019431  0.00907435 -0.02063283  0.10298167
  0.03829571  0.05025277 -0.02234498 -0.15268455  0.03308295 -0.05163242
  0.08214343 -0.01709359  0.0291446   0.04831502 -0.08919328 -0.02511139
 -0.11446588  0.1555447  -0.03143087  0.04546754  0.03542409  0.12486453
  0.03266354  0.09104    -0.03248846 -0.00815427 -0.05828448  0.01669309
 -0.0609416  -0.01643077 -0.08553749  0.02517799 -0.0744056  -0.07145575
 -0.01628939  0.00850694 -0.04862107  0.16988735 -0.08973915  0.04819915
  0.02362235 -0.14520338 -0.09609795  0.07618052  0.08359826 -0.11350212
  0.11609959  0.01868463 -0.07679275  0.00254119 -0.04092166 -0.02087143
  0.05173584 -0.1845303   0.03115061  0.01500644  0.22146665 -0.11405978
 -0.02278254  0.01280844 -0.20581968  0.04372059 -0.00763029  0.02470227
 -0.08521178  0.09198835 -0.0226518  -0.15347329  0.10229293 -0.02731356
  0.18588032 -0.03591751 -0.01035312 -0.08200033  0.00130381 -0.00493768
 -0.11870267  0.04055832 -0.05158287  0.18287031 -0.15900268  0.153763
  0.04553162 -0.02518184  0.03301572  0.16018248  0.01207219  0.0593513
  0.06396679 -0.05365558  0.09024788 -0.17138977 -0.04837407  0.20804141
  0.0342049   0.02467313  0.0316565   0.11254069 -0.02231908 -0.05427432
 -0.0129165  -0.15766443  0.01564337  0.04255616  0.06827644 -0.02402504
  0.0735625   0.0139503  -0.01117087 -0.07735544 -0.00619492  0.08116191
 -0.09775899  0.09727725  0.15805599  0.03302057 -0.09749115  0.04651422
 -0.05612699  0.05776579 -0.03908326 -0.08692817  0.01532672  0.01942188
 -0.15386137  0.0076512   0.01737125 -0.08253251 -0.04349452  0.18301229
 -0.03688248 -0.04527457  0.08487979  0.00217923  0.01431798 -0.07354429
  0.07023837  0.14320906  0.00071362  0.07927929 -0.17464836  0.04828382
 -0.10894718  0.0670229  -0.08345699  0.05495841  0.01180933  0.04665112
 -0.02983277 -0.03025724  0.00556887  0.0513645  -0.00893137  0.05852813]",24.577564,-2.0593703,4307,206,0,0,daughter,NN,0.0003791685533063,2637.349514563107,11.364873061595716,0.0043092024772751,8,4,0.0,0.0,Chapman
